sample	metagenome	unclassified	reads_total	bacteria	archaea	eukaryotes	viruses	pro_all	pro_HL	pro_HLI	pro_HLII	pro_HLIII_HLIV	pro_HLVI	pro_LL	pro_LLI	pro_LLII_LLIII	pro_LLII	pro_LLIII	pro_LLIV	pro_LLVII	pro_LLVIIa	pro_LLVIIb	pro_LLVIIc	pro_LLVIId	pro_LLVIIe	pro_LLVIIf	pro_LL_MIT1223	pel_all	pel_Ia	pel_Ia_BALTIC	pel_Ia_HIMB5	pel_Ia_1	pel_Ia_3	pel_Ia_3a	pel_Ia_3b	pel_Ib	pel_Ib_1	pel_Ib_2	pel_Ib_3	pel_Ic	pel_IIa	pel_IIa_1	pel_IIa_2	pel_IIb	pel_IIIa	pel_IIIb	pel_IV	pel_V	pel_Va	pel_Vb
tara_S0055	tara	10734669	34147386	21404243	1040476	107675	593793	4663099	4549388	92003	3496614	44683	128318	66709	17360	12560	6951	5170	16860	15378	2704	2454	5646	1814	920	178	1232	6400160	2666355	14508	19765	28322	2503919	1248243	1140864	1458511	822496	101935	422269	16746	856781	776867	72393	31596	32616	3690	227629	809671	315661	493489
tara_S0056	tara	8395102	33361242	24049846	436336	95233	238968	8812174	8688347	144213	6975077	33137	52154	42216	12034	7634	5428	1865	6781	10916	2111	1520	4433	1022	727	157	1074	5717660	2724802	12125	15654	24243	2580736	1503216	968477	1220962	822332	44729	285474	9830	676734	640825	31191	13819	33198	2925	142312	638614	238477	399858
tara_S0057	tara	39992218	161851741	117394831	2111636	455008	1178826	43070331	42477683	680997	34045527	157612	243641	193670	56616	34444	25033	8044	32486	47418	9087	6359	20280	4396	3210	532	4674	28043423	13366024	59050	76328	117217	12666544	7379131	4757071	5981955	4033444	217093	1401384	46931	3332626	3155208	154459	66935	161705	14144	697432	3136663	1170483	1964709
tara_S0058	tara	7531395	32641916	24262132	528784	71604	105810	7914446	7810080	117049	6298738	14737	44068	32691	10112	6174	4633	1290	3711	8629	1866	1205	3230	871	603	119	903	6372182	2534425	14176	18727	28635	2386901	1677716	614575	1616143	1024230	45583	458745	12249	824344	783320	35168	16350	50516	3580	133486	911243	377522	533328
tara_S0059	tara	49279759	216309158	161652774	3295093	429409	701235	53231053	52534926	756784	42301863	94580	283458	205191	63980	39590	30505	7632	23371	51326	11335	7300	18805	5473	3604	608	5423	43072325	17119249	94638	127024	192964	16127575	11348489	4144820	10948686	6943801	307295	3113361	81540	5561272	5284991	236503	108861	339700	23789	892133	6168647	2541689	3624089
tara_S0060	tara	46622120	158959395	102564114	6893018	469909	1447827	24066555	11711937	448086	5349921	4412305	187383	12151931	11417229	111756	71305	33064	85035	211242	48920	46959	42485	28717	13253	2814	53439	29613329	11201337	99968	112998	237990	10353735	4590959	5290654	8207108	4773339	1064394	1432664	198581	3826585	2818747	962812	448590	159382	24370	852899	3306410	512519	2792333
tara_S0061	tara	10506515	35273917	22579061	1552637	109567	316428	5276911	2562692	98937	1172621	963021	41294	2670212	2507284	24651	15642	7350	18875	47793	11043	10615	9714	6511	2920	599	11996	6469931	2447264	21727	24811	52261	2261285	1002080	1154665	1791034	1040072	232630	313436	43564	837116	616112	211102	98173	34940	5251	186700	720347	112451	607533
tara_S0062	tara	7502527	28838919	19935141	790013	252492	193825	6733647	6520281	159099	806560	5104351	40679	128787	74293	14417	9331	4327	7233	22215	5102	3947	5805	2780	1732	311	3584	4041727	1618180	9326	12144	18412	1522175	952809	506282	829220	440367	45847	283683	8570	626729	591778	30431	14690	36111	2701	95235	650072	208034	441769
tara_S0063	tara	44170125	172846404	120391828	4678414	1432523	1170800	40875108	39599577	955147	4875799	31028454	245163	764040	442750	85342	55741	25419	43944	128631	30301	22706	32763	16137	10243	1960	21009	24523330	9822110	57266	73131	111533	9243525	5777502	3082566	5031769	2673519	277322	1722506	51459	3809619	3598480	184352	88385	219459	15774	576164	3939275	1255955	2681796
tara_S0064	tara	55388688	162139053	97875961	4390475	1054519	2476195	28830716	28210141	552341	20329063	2323728	292974	329994	156727	39479	27839	9841	48329	61954	12641	9198	21489	6687	4583	792	5583	27378421	11374588	61250	82395	129607	10667218	5206358	4946178	6092191	3198470	442016	1976807	70390	4613621	4153805	419568	114837	215224	17077	969229	2636252	879462	1755470
tara_S0065	tara	51195936	167458593	105008219	4937853	3355216	1885999	19118847	18613041	334716	14463314	327283	197353	297101	106892	27310	18924	7046	68289	66846	10623	13000	22491	8790	4436	1111	4177	26759951	12364189	62923	105233	134105	11584476	5038317	5976731	5348108	2577789	572697	1731958	81632	4528313	4117347	371808	151646	176939	16163	771163	2014136	801069	1211828
tara_S0066	tara	54206881	168475289	103596470	4920470	1486671	3174629	23167112	21682287	412605	16717649	747720	374270	1281903	1016611	60012	42189	14473	80534	80144	16106	13125	26516	9392	5309	878	7817	30073208	13195975	70807	99206	159022	12399293	4435880	7371807	5831545	2732708	656586	1918629	107619	5116240	4687988	389024	216491	175717	18303	1555430	2587058	791713	1794022
tara_S0067	tara	47041797	145525485	87356462	5530961	1744382	2885040	17842683	17454649	334895	13606873	523640	210040	233358	90302	24106	16350	6821	63330	40998	7304	5688	15993	4156	3291	525	3211	26903398	11273625	62829	91024	139575	10588151	4568158	5541482	5903399	2535391	575957	2277262	99730	4854360	4265712	548582	205981	175947	16562	1329882	1898104	705494	1191567
tara_S0068	tara	15499267	39893926	18375657	2865145	2507491	348253	2595882	2455229	61217	1848247	62345	22436	108111	78317	4529	3061	1273	9652	10267	1660	1849	3657	1347	731	169	568	4026368	1589598	12673	14740	30070	1469314	649203	745654	1048325	555591	142896	217844	29441	556803	443657	106285	65041	15798	2953	183681	315832	63410	252217
tara_S0069	tara	51456902	124369720	53246595	8146605	9633340	928463	7006869	6600120	161608	4861212	165383	58355	300827	212257	12895	8671	3607	27395	30658	4744	5838	10788	3997	2102	483	1593	10760530	4188965	33215	38769	79329	3847329	1692584	1939563	2768236	1461913	370389	575345	78424	1476062	1174853	279912	171464	42077	8193	490164	848307	171132	676375
tara_S0070	tara	15245743	39014732	17864753	2796360	2476998	339007	2513445	2376347	58858	1788126	60043	22036	105251	76190	4305	2878	1226	9408	10023	1610	1785	3634	1247	718	164	541	3895950	1534933	12182	14481	28880	1417750	626701	718942	1014462	539249	136960	210318	28658	540114	430534	102824	62510	15015	2717	177990	306273	61213	244854
tara_S0071	tara	12114899	42305704	27090665	1792247	728768	339785	7369520	7151194	179128	5608574	69069	59721	149151	112504	8192	5927	1923	9308	12349	2452	2064	4171	1461	941	173	1075	7940005	3327961	26047	30795	62455	3087816	1328048	1614189	2104873	1152658	273789	429729	50931	959321	773226	175457	101588	29416	5794	309707	649998	125046	524588
tara_S0072	tara	11948008	41639470	26682540	1754940	682779	332663	7272892	7056969	176241	5533686	68508	58889	147501	111157	8028	5811	1868	9132	12168	2423	2011	4052	1466	973	192	1087	7842113	3286194	25546	30761	61335	3049288	1311013	1595174	2078862	1139644	270844	423082	50587	947951	764564	173100	100175	28855	5779	306068	642606	123761	518484
tara_S0073	tara	67328624	229836354	144325191	9943974	5130155	1804558	38531680	37377830	937005	29325101	368613	311057	794976	596093	42547	30741	10013	51227	67871	13207	11541	23281	8070	5091	1009	5570	41414966	17335886	134728	160900	325650	16091658	6930113	8412057	10981225	6012029	1435446	2239159	267603	5028168	4048083	925926	534002	152664	30187	1627117	3397584	654765	2740884
tara_S0074	tara	19627539	56233021	31132980	3323889	1566978	192584	773344	666400	18383	495665	22223	7542	96034	22805	5497	3885	1372	41224	20995	4515	4341	4665	3217	1544	369	794	9615040	4442951	28916	35674	68223	4112024	1316340	2560227	2031475	1050522	288965	419220	77646	1232133	1055208	162380	147287	37622	7399	276532	755479	208391	546299
tara_S0075	tara	8685227	24358081	13301073	1426875	697089	80381	319973	273674	7680	203855	9224	3020	41757	9794	2405	1701	606	17987	9120	1947	1916	2092	1377	631	145	342	4078238	1883685	12404	15320	28877	1742787	558138	1084560	861148	445326	122424	177674	33210	521422	446355	68915	62584	16008	3196	116871	319831	88299	231174
tara_S0076	tara	47115917	134145306	73971808	7911291	3761084	453990	1788205	1533413	42956	1140647	51679	17027	229469	54258	13209	9321	3308	98232	50335	10710	10329	11441	7594	3829	884	1946	22834061	10557379	69181	84352	160167	9769709	3126159	6084220	4816578	2492600	685267	994569	182656	2925594	2506663	384385	346818	88595	17820	653341	1793066	493427	1297771
tara_S0077	tara	16749260	47032297	25821586	2351294	1387384	400083	1020855	959619	25871	730246	29134	10542	49759	26623	3714	2665	898	9341	7620	1427	1528	2213	1060	564	125	430	9393719	4330921	28411	35769	66688	4022752	1409156	2401717	1994182	980720	280484	467389	65863	1275530	1097980	163992	140782	37340	6880	283686	706504	152561	553318
tara_S0078	tara	32401301	97569952	55830171	4965464	2835662	891958	2224518	2091265	57002	1612787	62706	23356	111491	61523	8027	5877	1842	20579	16092	2970	3244	4685	2258	1231	258	962	20633944	9557894	62871	79321	148028	8911246	3136228	5340309	4423996	2178968	630045	1035041	145717	2830287	2434853	368078	315692	81951	15030	615054	1560570	333495	1225941
tara_S0079	tara	12171985	37344747	21473046	2132011	1138804	195365	388953	249743	190077	33080	1462	1843	136283	124084	2135	1702	345	4038	3183	672	543	887	429	277	54	305	8015113	4582349	45263	38571	223839	4097766	1232750	2682507	1203245	628416	152644	243211	77925	850662	784710	59925	151707	25620	6689	264993	494813	115608	378709
tara_S0080	tara	12175352	37205988	21352715	2120995	1127027	194379	385390	247167	187720	32868	1478	1712	135175	122882	2171	1761	338	3962	3228	689	556	853	456	294	44	315	7966740	4551056	44573	38143	222908	4066522	1224858	2658347	1194623	623484	151100	242126	77405	844102	778979	59159	150645	25674	6874	263439	491421	114690	376189
tara_S0081	tara	11587118	36250578	21293814	2056105	876151	208115	302993	196391	144423	31076	1979	1620	104395	94107	1948	1591	296	3522	2670	605	463	697	337	249	47	290	8219829	4827981	46846	40074	234922	4318416	1286120	2839556	1130392	573172	138970	251130	74538	953057	888043	58679	144466	27510	6987	228892	465785	123357	341908
tara_S0082	tara	12125354	36712061	21197774	2059194	890109	205474	301553	194930	142781	30490	1980	1590	104400	94139	1978	1604	301	3452	2629	620	426	741	313	232	27	294	8161016	4784904	46008	39509	231011	4273370	1272605	2802798	1119481	566486	137141	249615	74038	939311	874744	57935	142493	27535	6874	227775	459532	122499	336536
tara_S0083	tara	29524904	86716347	48901669	4789247	2437222	464491	706624	455615	332513	68453	4560	3722	244915	220555	4425	3574	693	7967	6124	1402	990	1732	825	497	73	664	18544953	10800241	103793	88654	517714	9599042	2841543	6274075	2525220	1276696	305754	561703	167671	2121205	1974061	130258	319093	63076	15624	518039	1038686	277159	760050
tara_S0084	tara	18032844	38860562	18779598	679568	979683	227007	27670	9295	1923	5973	376	592	17935	2192	6636	6297	306	5522	2965	1057	420	679	358	182	32	167	3092070	2493097	31395	18316	215880	2103462	435643	1574638	102574	50453	13881	19779	13569	242708	233098	8458	30428	9124	2149	12532	67235	28543	38623
tara_S0085	tara	18275951	39468583	19101720	691217	1007204	231602	28306	9492	1986	6083	374	608	18391	2220	6790	6469	288	5680	3083	1073	460	731	357	185	35	157	3137923	2533563	31677	18866	220322	2138425	442663	1602303	104186	51239	14146	20152	13574	244847	234786	8890	30946	9171	2226	12702	68194	28720	39389
tara_S0086	tara	27467049	65583791	29567720	2264015	5752845	201513	7003265	4293092	3569877	195952	9311	18383	2646295	2538334	10371	7442	2245	17311	18959	3690	3704	5052	2774	1192	255	2121	7049668	2971633	36386	32726	105570	2665946	1097243	1434237	1845594	1027308	229431	296867	121799	891063	790231	91990	300767	25829	7752	119432	351477	51174	299852
tara_S0087	tara	12906666	32187766	15085485	1164163	2780370	106786	3579532	2194267	1860895	100727	4640	9146	1360300	1310433	5249	3789	1138	9259	9703	1839	1874	2705	1482	589	125	1042	3650677	1555287	19470	17764	55940	1404883	582707	760486	968384	540593	121796	156480	64003	465251	412865	48531	161216	13338	3833	62004	184790	26249	158383
tara_S0088	tara	12932813	32344596	15183016	1170174	2806402	108390	3596288	2206437	1874290	101774	4720	9243	1365278	1315583	5435	3938	1169	9362	9850	1870	1937	2783	1406	597	125	1085	3675739	1565523	19242	17570	56592	1415203	587555	766082	975467	545724	122966	157158	64250	471248	418393	49055	162120	13584	3855	62406	186495	26989	159353
tara_S0089	tara	14284389	35593394	16983830	1037619	3011584	120085	3762323	2492048	2107635	116260	5266	10727	1241393	1189363	5866	4267	1240	10595	11109	2110	2096	3102	1693	728	183	1101	4273561	1881646	22989	20689	65844	1701475	701805	923811	1103872	614384	139641	179224	70927	531324	471851	55187	174455	15091	4509	68779	216750	32146	184393
tara_S0090	tara	14472172	36097236	17219589	1052658	3073883	122597	3814702	2526933	2137874	118215	5261	10638	1258976	1206225	6086	4443	1267	10824	11091	2060	2104	3160	1613	716	167	1085	4334646	1910875	22799	21033	67059	1727881	711559	939681	1118275	622833	141584	181255	71574	539614	478853	56332	175837	15427	4471	69763	219542	32592	186729
tara_S0091	tara	31491158	73441234	32500879	1969216	6909523	217682	7088135	4679528	3867368	216833	10002	19746	2337707	2227448	10987	7934	2314	19734	20972	3849	3981	6052	3048	1330	336	2100	7892076	3438961	41166	37053	118937	3082205	1257947	1662734	2004726	1111338	249176	324809	127615	964914	855882	99124	310408	28531	8419	128301	392327	59449	332361
tara_S0092	tara	24821091	42035984	10675224	1774082	4540858	37436	1959818	610257	286539	164506	65911	9757	1331258	1281485	4647	3204	1106	3281	8145	1588	1535	2175	1124	531	93	1182	2418102	1088737	9355	9208	21435	999548	435197	511151	557641	325582	43640	131140	16871	329298	296743	29287	38037	11130	1908	47875	187585	33476	153935
tara_S0093	tara	50108726	87612692	23517197	3839837	9687898	85402	4330407	1357768	644471	371493	149510	21920	2937675	2837903	9709	6742	2277	7473	16889	3240	3241	4454	2447	1065	192	2411	5421161	2457964	21401	20704	48604	2268272	991861	1165497	1257687	736055	100067	295456	39024	745657	672778	66483	88867	25387	4280	107695	425505	75379	349808
tara_S0094	tara	44015488	116240459	66173241	3172150	489968	1679601	7575138	1646349	105479	935110	81546	310297	5866740	5111829	151503	97711	45587	132441	246724	62860	53107	47871	31044	15507	3327	59454	19387174	6153996	80666	83489	229863	5512217	2556538	2688192	5770552	2903854	915743	932560	397511	2777557	1994164	743645	1216567	83037	24026	577634	1186263	103409	1081707
tara_S0095	tara	17793698	47186463	26924658	1297728	205210	682917	3092479	670165	43352	381513	33567	125792	2397857	2090543	62277	40111	18818	53733	101368	25544	21945	19744	13013	6374	1333	24359	7871143	2501813	32911	33778	93480	2242091	1040371	1094347	2346487	1182113	373187	379403	161084	1129699	811788	301976	491273	33554	10003	236403	482421	42179	439725
tara_S0096	tara	87819702	175144002	77979291	3618579	1366997	3424091	19811267	19282094	672889	15129429	167128	201168	357544	183889	37653	25831	10304	76807	43527	8656	5347	17324	4144	3982	427	3553	18222764	7458908	54725	67650	111449	6965190	4111505	2550659	4548199	2345364	474390	1334334	64827	2981609	2451883	500784	186278	131667	14306	665515	1361893	517377	843673
tara_S0097	tara	17414347	34322851	15083052	706725	280542	658334	3801827	3698593	129968	2900601	32325	39400	69833	35719	7464	5094	2077	15031	8679	1748	1080	3445	787	810	103	675	3491003	1430611	10535	12896	21543	1334939	784640	491254	867956	446567	91114	255014	12363	569947	469095	95428	35707	25170	2750	127616	261607	100177	161261
tara_S0098	tara	20609310	32688409	10092254	884086	767459	189298	1236259	765969	48731	545366	23518	10319	457302	245694	49681	39995	8233	38709	103350	37466	19311	16348	10972	5415	1299	4504	1247630	370141	3944	4289	10408	336334	164425	155253	353276	183124	37073	91033	14659	250319	179986	66713	43867	9138	1334	40417	88714	13279	75370
tara_S0099	tara	112171148	181796754	58284286	5095412	4305650	1146307	7326795	4552865	292847	3287000	137239	62002	2706235	1458660	299454	241570	49428	220688	616956	225277	115573	96886	64953	32783	7565	27355	7500320	2234759	23689	26307	63377	2037726	1002432	940395	2138612	1109327	227079	550942	89541	1519417	1091421	407864	266944	54585	7683	239476	533337	78973	454074
tara_S0100	tara	19601526	29876495	9265227	274664	523865	130859	2104025	2064052	95177	1564601	12572	19054	17574	4948	2816	1931	788	3953	4251	808	614	1574	455	339	57	297	2219604	713755	5929	7131	14054	660257	338631	290695	713618	401014	39092	216945	8628	351791	272328	75234	14562	14156	1679	130670	162721	52619	110020
tara_S0101	tara	126659227	199819322	66108064	1933463	3638269	963297	15139987	14883092	700287	11480149	90004	138477	123472	34373	19532	13891	4992	30249	29272	5239	4041	11362	3053	2697	398	2299	16209517	5258335	44807	53564	105021	4881496	2516131	2159561	5260124	2959438	294343	1601499	61815	2602075	2016403	558264	107803	102937	12159	937795	1185831	379900	805414
tara_S0102	tara	12026733	29398619	14744220	1472956	916457	84538	1951702	1107405	150956	737503	11582	11480	825771	745872	18170	15161	2436	9876	30845	10745	5543	5534	3099	1813	410	1376	3692596	1572953	14672	15790	36590	1439597	526781	837972	908161	497671	124520	158369	38313	456140	375535	75124	83888	12403	3337	107452	282637	84742	197644
tara_S0103	tara	77391185	198966753	103607615	10286231	6055515	608537	13919743	7941525	1099290	5344867	80403	82272	5860643	5303584	130210	109137	17421	68840	218732	76758	39314	39335	22073	12647	2675	9720	26762589	11443750	106588	114980	270219	10505943	3861777	6128351	6628992	3635750	915252	1154089	278466	3326485	2739834	550547	615747	90516	23360	763051	2061268	615086	1444440
tara_S0104	tara	87119369	204705718	110712962	1925220	2672404	1446577	28488742	27622917	5690605	16930018	209534	242413	582141	405517	36836	27496	7733	53325	55488	11362	8581	18434	6421	4717	714	5184	31027434	14142052	105851	118884	235671	13144977	5524488	6985110	7029572	4093606	602347	1688315	123011	4040051	3390890	607512	205550	96235	21249	1561615	2285569	994967	1288997
tara_S0105	tara	13990715	31129159	16077034	289056	441166	207548	4078595	3947472	805742	2399305	30533	35078	87717	61010	5525	4160	1148	7816	8686	1737	1382	2924	971	712	110	755	4405915	1999095	14967	16753	33321	1853415	776008	982654	993365	578379	84454	238081	17864	569907	478130	85706	29295	13759	3015	225837	323522	141516	181768
tara_S0106	tara	13972121	35926372	19410535	1251258	1077776	64327	14795	7626	1625	4991	417	269	6997	2396	1086	840	154	1433	1765	324	325	599	141	151	15	223	5640923	4602455	54808	26509	3210513	1073649	344539	687452	238803	113350	32392	46634	36275	406469	380925	22612	44584	51541	6082	30939	28250	17701	10524
tara_S0107	tara	71845921	185255062	101262014	6135174	4859139	332490	78161	40383	8932	26026	2188	1427	36855	12928	5675	4453	797	7511	9072	1664	1734	3052	787	660	117	1140	30172766	24599254	290363	140015	17144184	5735537	1844880	3666426	1277828	608361	173480	246590	194093	2164772	2027826	121079	239273	271359	32670	161387	150704	94476	56105
tara_S0108	tara	37732472	82659357	40784429	1228374	2449920	159992	38362	21404	4274	13724	1008	749	16410	5311	2573	2033	353	3597	4153	770	826	1423	337	280	31	458	10064984	8226224	95480	44320	5732966	1928263	597145	1255925	428266	201099	55247	91084	63990	684389	639839	39381	82729	88367	10396	58697	53767	33387	20315
tara_S0109	tara	23581905	51399953	25172107	773400	1591053	99738	21398	10943	2527	6791	595	427	10167	3433	1586	1247	232	2134	2564	448	497	932	189	186	27	293	6139466	5019244	58337	27525	3497417	1177651	363380	768422	260919	122037	34180	55153	39352	419176	391859	24218	50884	54477	6453	35723	31651	19865	11753
tara_S0110	tara	17867491	33561553	15093588	70218	420702	28502	12928	6239	1297	3956	405	338	6547	2661	739	532	159	1455	1446	243	261	624	95	90	18	133	4000894	3247869	40358	22057	2431354	596547	232853	339418	205692	84360	27622	53419	30903	258256	232891	23007	38370	60948	6275	10999	10510	5999	4507
tara_S0111	tara	98875051	186816855	84729989	393988	2185776	160460	73192	35995	7589	22518	2470	2064	36459	14694	3953	3019	684	8261	8191	1421	1370	3575	633	539	88	721	22976694	18641307	232650	127267	13948957	3420875	1338426	1941722	1182770	484648	158975	306314	177378	1477318	1332344	131142	219861	348148	36092	62740	59849	33741	26065
tara_S0112	tara	17691033	31975108	13602006	81891	474690	17637	12951	5805	1370	3645	321	256	7024	2925	792	641	101	1083	1995	388	294	576	163	171	10	110	3560178	2945702	37856	19818	2190585	551855	209109	319938	180021	78162	25690	38766	27659	156501	139446	15478	33554	40116	5101	34357	13668	6604	7054
tara_S0113	tara	100171300	184988695	81181915	481942	2392371	102905	77421	35402	8395	22224	2008	1607	41286	17217	4728	3848	579	6492	11447	2359	1697	3170	891	957	66	706	21774170	17995046	232387	122401	13366693	3358697	1275528	1942546	1102734	478902	156545	237108	169287	949241	846672	93098	203962	244975	30987	206286	83461	40355	43063
tara_S0114	tara	66727126	162373898	93071729	441994	1386321	60462	80378	37714	8285	24986	1520	1622	42013	20591	4378	3482	631	5508	10086	2300	1497	3309	880	768	59	674	34157764	29508294	356879	172675	22428560	5059299	1815476	3032745	1515842	705017	218953	275534	219072	720699	632197	81421	254671	301599	36317	280369	107357	57371	49936
tara_S0115	tara	16153385	37754373	20947856	106846	379838	14923	18247	8450	1895	5568	343	366	9641	4623	966	751	149	1303	2405	516	386	770	218	172	19	162	7445332	6426713	78037	37940	4886790	1108019	398179	664228	332639	154394	48240	61260	47856	167716	147637	18514	56452	67255	7931	62306	23696	12451	11237
tara_S0116	tara	43993067	168976405	122933491	854657	198183	434941	229844	151172	94237	38103	3315	2712	75154	23816	7561	6049	1288	26319	13400	2575	2357	4022	1887	1143	175	925	29370566	19769617	227157	152139	1394539	16877184	4617916	11393432	1004305	439952	131713	270061	93795	3715421	3609969	83227	163382	175005	24277	785555	2368133	1140060	1224883
tara_S0117	tara	36062604	137365209	99441403	803559	119123	459798	1117230	988095	818772	72292	4746	6491	116593	43997	8956	6383	2251	31821	23798	4212	4686	6790	3954	1650	383	1396	34818753	24570969	262982	181658	1314173	21636448	6371891	14270273	1187425	493740	146784	370101	90160	4211201	4094243	95431	146726	367408	25365	775674	2156785	1243653	910795
tara_S0118	tara	56186689	229637711	170142539	1304102	466399	607536	15159939	14726606	12346256	850395	74967	76080	294100	183463	24045	17897	4768	31866	39397	8268	6273	11371	5852	2679	630	3050	61648113	34696988	275344	261901	561463	32209996	14811132	15910295	5332902	1849799	285001	2714215	128396	7855736	7602855	205244	183112	592734	41098	1740631	8603247	3063898	5534972
tara_S0119	tara	57834469	188520962	128185239	1175290	875037	32500	12043898	11872449	5666723	4592894	18647	60436	65133	21539	13050	10278	2363	4405	18762	4317	2719	6600	2073	1495	245	2016	51514682	20470549	146316	171407	282480	19185259	11375774	7047826	15198059	10994582	257520	3429303	83214	1517471	1399290	108876	82560	469863	23927	1783283	10014075	4167563	5843546
tara_S0120	tara	15257083	39781415	22961493	864807	235612	299492	6245631	2455481	667368	1278356	58398	71275	3739834	3500576	40619	25438	12576	12693	75642	19985	15826	14604	9576	4644	984	23979	5924396	1282939	27739	26912	80806	1098422	601824	451384	2046952	1114079	320306	268688	110336	1271544	709499	540935	267987	30144	8252	190406	365244	15712	349325
tara_S0121	tara	33186067	87547941	50980261	1864927	483458	670935	13937673	5504460	1498529	2864415	130132	158631	8320228	7788374	90142	56758	27601	28156	166518	44026	34897	31700	21293	10123	2219	52824	13306645	2884001	62058	61163	181619	2469464	1355291	1012706	4599397	2504574	719258	602977	249155	2853961	1598443	1208734	601197	67269	18850	424809	819790	35467	783905
tara_S0122	tara	27106134	82193048	53561678	896810	385324	21345	8064987	7955165	430458	6186342	13577	60699	38334	11699	8010	6181	1559	2503	11166	2728	1819	3554	1251	778	180	1279	20621048	6851498	50373	59430	101728	6418762	4098552	2079692	7026715	4993468	125877	1649166	38388	1147778	1061560	78129	40223	171512	10628	959243	3631435	1489884	2140441
tara_S0123	tara	14843359	44124486	28435448	493068	224177	11193	4246420	4188044	227339	3257580	7359	31988	20670	6224	4384	3346	898	1342	6217	1459	948	2077	716	430	89	705	10823596	3593020	26553	31290	52566	3366639	2149510	1090819	3683688	2618078	65553	864131	20152	604395	559607	40528	21195	90465	5585	508443	1905378	783663	1121102
tara_S0124	tara	51977642	168925291	113298117	2158971	702477	280482	27060745	26683003	3896031	18421696	124868	236890	137588	42125	30196	23558	5476	10341	37034	8819	5644	12152	3890	2765	535	4333	34327816	10466183	94134	120808	190807	9695970	6229279	3076983	11836060	7884834	218014	3250203	73960	3007425	2797249	188462	81781	593918	21435	1007119	5982966	2239224	3741818
tara_S0125	tara	40840389	144420379	96016481	4298683	833736	1598126	16001882	1667869	604107	394764	444218	66051	14237077	13703686	65150	42724	16046	67629	101267	21411	19646	22364	14315	8186	1646	19690	25978885	10515013	150261	141897	405621	9399170	3920928	5029839	7184108	3491480	1306862	998602	363532	3292124	2807262	452290	762950	87281	29163	683090	1717379	336831	1378884
tara_S0126	tara	7335285	25839294	17148706	771925	152612	282807	2846632	297028	107954	69915	78980	11672	2532415	2437540	11704	7579	3014	11828	18422	3948	3502	4122	2602	1452	291	3496	4609576	1864658	26698	25155	72183	1666716	694999	891527	1274118	619234	231409	177743	64642	584810	498671	80210	136391	15484	5105	120836	304098	59942	243859
tara_S0127	tara	39481745	114274678	69096165	4939996	98710	26538	823557	42057	8579	20316	8953	1811	776850	20273	24759	17260	6544	538015	169531	52402	29822	29849	22053	13917	2263	3994	11077532	1607433	57216	48651	210884	1221017	565723	615077	3409382	1876284	405047	230172	1891612	1522385	717722	781159	1560554	77403	38943	22126	409866	27509	381901
tara_S0128	tara	15839059	45443070	27342180	1960199	39030	10803	327644	19869	3624	8499	5793	752	305887	8092	9824	6978	2476	210713	67424	21009	11973	11804	8670	5589	872	1558	4432960	646945	22855	19495	84409	491923	228060	247463	1363420	749456	161468	92519	756081	607653	286802	311543	622170	30910	15512	9213	163938	11246	152490
tara_S0129	tara	7765712	22290907	13417727	959199	19391	5734	160735	8175	1668	3964	1780	313	151661	3920	4893	3381	1326	105089	33021	10237	5734	5829	4263	2761	423	762	2143636	310719	11017	9300	40613	236377	109453	119087	660456	361961	78693	45011	365626	294628	139134	150860	301151	15010	7555	4272	79128	5373	73654
tara_S0130	tara	6765401	24303624	16799707	382926	100843	146065	2325211	2228416	63791	158155	1881239	14484	70237	41332	10096	7839	1822	4577	10029	2148	1707	2486	1280	755	158	1496	4626396	2088594	15857	16982	29325	1948784	972308	885824	688901	358179	25671	247614	9214	678658	661081	13713	14612	73827	2823	52742	842923	311378	531243
tara_S0131	tara	32495828	117453813	81385578	1851248	488677	705546	11255553	10821435	307456	764006	9141647	71634	306250	169872	47761	37272	8499	21990	47533	10288	8041	11954	5839	3715	720	7108	22435813	10132384	76560	81358	140221	9458734	4718091	4303486	3331420	1734500	120430	1198755	44037	3295568	3211928	65110	69501	357423	13761	253876	4096506	1513946	2581017
tara_S0132	tara	12416057	44636950	30879128	696361	177230	266324	4280713	4114453	117438	290275	3474586	26871	116579	64623	18330	14253	3286	8327	18011	3846	3041	4561	2215	1441	261	2642	8530971	3850842	29189	30601	53218	3593715	1794086	1632199	1268347	660427	45884	456262	17111	1249879	1217992	24732	26511	135591	5290	96107	1556868	575114	981121
tara_S0133	tara	8172615	23691639	13933490	825208	222460	380725	1434395	279247	96004	101495	28503	24371	1145977	1063591	10072	6736	2762	28659	15922	3326	3066	3846	2031	1169	182	3078	3722562	2563877	23104	20554	52596	2354202	834114	1394941	216697	86576	33254	56099	13211	384376	368500	13552	31532	15342	2558	57948	264482	137159	127088
tara_S0134	tara	45565629	132561461	78226758	4593231	1164612	2135664	8093157	1582199	545994	574852	160962	136020	6458976	5998469	56369	37565	15541	159805	87856	18403	17075	21167	11276	6088	983	17639	21111759	14555569	131186	115193	298710	13374575	4743340	7926972	1226079	487998	189600	318187	74847	2185576	2096134	76826	177666	86855	14568	326364	1495366	779328	714639
